region,crop_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,sunlight_hours,irrigation_type,fertilizer_type,pesticide_usage_ml,total_days,yield_kg_per_hectare,latitude,longitude,NDVI_index,crop_disease_status,Water_Needed,Heat_Stress,Soil_Health,Water_Amount_Liters,Recommended_Fertilizer,Irrigation_Time,Rain_Impact,Farm_Efficiency
3,4,17.61,6.48,24.97,170.53,79.76,10.07,0,2,21.67,145.1,2341.08,14.45,78.66,0.57,2,1,1,2,30,3,2,0,0
4,1,17.4,5.73,29.6,193.07,50.03,9.12,1,2,9.89,122.41,4480.72,34.24,77.6,0.67,0,1,1,2,30,1,2,0,0
2,1,17.89,5.87,21.89,143.9,44.49,8.29,3,1,43.83,95.87,4574.06,16.02,83.03,0.74,1,1,1,2,30,1,2,0,2
1,0,25.35,5.79,18.99,60.88,66.54,7.48,1,1,42.3,128.19,1989.97,17.21,87.77,0.56,2,1,1,2,20,1,0,0,0
4,3,47.75,6.58,24.03,164.17,84.59,8.74,1,0,21.89,100.05,2549.7,18.8,84.67,0.23,2,0,1,1,10,2,2,0,0
4,0,36.14,6.79,25.45,144.76,41.07,8.28,0,2,19.02,131.18,5519.27,25.6,80.12,0.58,0,0,1,0,10,3,2,0,2
0,3,12.68,6.57,23.09,187.92,62.42,6.84,1,0,48.84,135.08,3996.5,19.9,77.03,0.52,2,1,1,2,30,3,2,0,0
3,3,36.59,7.18,31.1,244.87,72.66,9.15,2,1,4.18,108.28,5424.93,19.58,70.43,0.79,1,0,1,0,10,3,2,0,2
4,4,31.71,6.34,17.08,285.62,81.94,5.85,3,2,29.78,127.77,5625.46,24.97,76.25,0.88,0,1,1,0,20,3,0,0,2
4,0,22.73,6.75,14.4,223.14,80.96,5.3,3,2,16.52,116.9,2125.49,33.09,72.39,0.4,3,1,1,2,20,0,0,0,0
4,2,14.54,5.78,32.81,261.28,56.87,10.26,2,0,46.83,98.61,5011.98,34.86,79.41,0.76,3,1,2,2,30,1,2,0,2
3,1,21.02,7.11,20.44,123.6,80.84,6.05,3,1,54.72,124.97,2895.45,13.09,77.0,0.28,1,1,1,2,20,2,2,0,0
2,0,31.48,7.37,34.5,125.81,74.69,4.62,1,2,30.28,103.21,5733.61,27.79,78.06,0.65,1,1,2,0,20,3,1,0,2
2,2,7.16,5.94,34.51,290.51,33.57,7.68,0,1,15.76,96.08,5337.72,30.99,88.91,0.44,0,1,2,2,30,1,1,0,0
1,3,32.02,5.67,32.22,53.22,82.95,5.1,2,1,11.71,101.2,6013.23,27.37,85.86,0.33,3,0,2,0,20,1,2,0,2
2,0,31.29,6.51,32.08,185.48,42.11,10.1,3,0,17.84,129.81,3564.78,15.31,71.96,0.72,2,1,2,0,20,3,2,0,0
0,1,18.84,6.81,28.81,74.59,73.8,4.97,1,2,28.01,106.86,5116.58,34.2,82.06,0.43,0,1,1,2,30,2,2,0,0
0,1,16.95,7.21,17.06,138.68,69.93,7.9,0,2,10.9,145.05,5098.09,28.21,82.42,0.35,3,1,1,2,30,0,0,0,0
0,3,36.17,6.12,33.8,92.14,68.51,9.8,3,1,34.74,123.8,3161.13,13.45,76.79,0.57,0,1,2,0,10,3,2,0,0
4,3,14.46,6.04,17.3,206.1,70.62,6.35,2,1,10.15,110.62,3522.21,25.45,87.34,0.92,3,1,1,2,30,0,0,0,0
4,4,27.47,7.52,21.89,56.7,52.89,5.93,1,1,14.11,152.2,3191.24,14.05,80.99,0.36,3,1,1,2,20,0,2,0,0
1,3,19.01,7.18,23.46,111.04,45.88,4.12,2,0,9.01,141.53,2476.36,26.17,74.89,0.83,0,1,1,2,30,3,2,0,0
3,4,25.59,6.03,17.65,215.38,59.71,8.76,0,2,17.99,92.26,4698.17,10.36,81.09,0.87,3,0,1,2,20,0,0,0,2
0,1,24.82,5.79,21.91,148.85,50.65,4.01,2,0,24.16,119.18,2563.3,18.79,71.66,0.58,2,1,1,2,20,1,2,0,0
0,3,24.79,6.61,25.29,233.44,67.23,8.0,0,1,47.18,93.4,2925.82,29.04,88.82,0.57,1,1,1,2,20,3,2,0,0
0,3,25.23,6.72,28.5,278.46,73.12,7.87,2,0,23.04,108.04,2421.14,28.86,76.21,0.89,1,1,1,2,20,3,2,0,0
3,1,8.52,5.67,22.79,291.73,79.47,8.88,0,2,30.83,106.12,5331.25,22.91,73.68,0.82,1,1,1,2,30,1,2,0,2
1,3,14.77,7.38,18.46,200.66,88.41,6.68,0,2,46.48,101.92,5327.49,27.26,72.38,0.4,2,1,1,2,30,2,0,0,0
2,0,11.16,5.93,26.03,186.48,68.27,5.34,0,0,12.72,106.61,4246.45,20.51,84.31,0.63,0,1,1,2,30,1,2,0,0
0,1,19.29,6.28,20.9,73.6,68.15,9.46,2,2,19.35,141.09,4276.71,25.12,89.06,0.72,2,1,1,2,30,3,2,0,0
4,2,26.22,7.19,22.15,144.39,61.25,7.63,2,2,32.18,108.85,5675.3,13.88,89.59,0.42,0,1,1,2,20,2,2,0,2
1,3,35.02,6.42,36.2,70.85,87.92,5.84,2,1,10.0,98.54,5902.39,27.2,85.7,0.38,3,0,2,0,10,0,1,0,2
3,3,13.99,6.0,24.51,211.56,53.19,6.49,3,0,6.88,139.24,5231.41,18.99,78.29,0.66,1,1,1,2,30,3,2,0,2
2,4,46.61,6.27,15.4,84.11,75.51,7.25,3,2,4.58,117.0,4201.16,15.37,82.94,0.69,1,0,1,1,10,3,0,0,2
4,1,32.91,6.14,33.67,276.79,89.0,6.79,1,0,13.04,86.44,4159.48,21.79,80.8,0.5,3,0,2,0,20,0,2,0,0
2,1,26.88,6.42,24.89,115.79,41.73,7.03,0,1,37.83,127.25,3743.05,25.8,79.71,0.74,0,1,1,2,20,3,2,0,0
2,1,35.36,6.62,35.06,112.99,66.13,5.3,1,0,25.05,108.59,3890.17,15.56,75.25,0.4,0,0,2,0,10,2,1,0,0
0,0,19.36,6.05,37.03,156.8,75.34,6.83,0,1,15.71,93.19,2339.18,19.72,85.75,0.36,3,1,2,2,30,0,1,0,0
1,4,34.48,6.76,19.18,62.23,48.87,5.97,2,0,7.34,115.97,5580.04,20.47,78.15,0.43,3,0,1,0,20,0,0,0,2
1,4,26.79,6.72,21.65,60.89,71.76,9.46,1,2,19.86,117.24,3637.23,31.15,72.91,0.3,3,1,1,2,20,0,2,0,0
2,2,17.2,6.66,13.9,220.09,54.48,6.79,0,0,22.55,124.6,4144.0,11.62,80.48,0.48,3,1,1,2,30,0,0,0,0
4,0,15.26,5.9,20.31,132.96,53.22,6.08,1,1,45.8,125.61,2512.98,28.19,77.71,0.57,2,1,1,2,30,1,2,0,0
0,0,29.49,6.39,28.49,294.29,71.36,5.65,1,2,11.95,155.11,3314.68,33.14,80.53,0.62,1,1,1,2,20,3,2,0,0
0,3,28.4,7.26,27.29,281.67,76.97,7.77,2,0,22.68,109.54,2503.88,28.87,75.75,0.9,1,1,1,2,20,3,2,0,0
3,4,35.09,7.14,22.02,278.7,67.39,4.67,3,1,38.3,122.74,2187.54,10.24,72.08,0.57,2,1,1,0,10,3,2,0,0
4,1,44.38,7.21,24.44,215.93,77.03,7.98,3,2,7.41,131.49,5029.03,28.87,71.07,0.65,1,0,1,0,10,3,2,0,2
3,3,42.29,7.48,30.18,253.32,69.23,9.15,2,1,6.18,118.74,5484.46,19.71,70.85,0.6,1,0,1,0,10,3,2,0,2
4,3,42.37,6.22,24.49,168.65,92.13,8.86,1,0,18.47,80.02,2382.61,18.94,84.53,0.25,2,0,1,0,10,2,2,0,0
4,0,8.92,6.59,16.35,219.39,88.01,4.32,1,2,40.44,123.26,4739.38,27.62,86.91,0.74,0,1,1,2,30,3,0,0,0
0,2,42.08,6.66,29.15,70.92,72.1,8.1,1,1,9.88,125.41,4119.7,30.75,75.98,0.69,1,0,1,0,10,3,2,0,2
0,3,34.27,5.67,17.16,278.17,74.26,9.17,0,2,45.54,126.24,2601.25,19.8,84.12,0.85,3,1,1,0,20,1,0,0,0
3,4,43.29,6.75,17.82,201.6,55.88,6.24,3,2,25.26,125.67,2973.77,15.66,83.29,0.88,0,0,1,0,10,3,0,0,2
0,0,15.41,5.69,36.76,275.9,51.18,6.88,3,1,17.31,103.12,5047.58,16.52,81.89,0.81,3,1,2,2,30,1,1,0,2
4,3,17.86,6.44,16.9,227.81,83.23,7.29,2,1,14.19,106.96,3403.94,25.41,87.46,0.85,3,1,1,2,30,0,0,0,0
3,2,16.45,6.34,32.04,132.8,69.76,6.64,3,0,8.15,120.88,3285.45,19.99,75.92,0.56,3,1,2,2,30,0,2,0,0
1,1,46.76,6.43,24.11,270.51,89.57,9.35,1,1,21.99,112.24,3262.56,33.91,76.29,0.76,1,0,1,1,10,3,2,0,2
4,2,26.65,6.25,26.79,94.58,43.84,6.3,3,1,34.5,111.94,2891.98,16.1,75.51,0.31,3,1,1,2,20,0,2,0,0
3,1,16.64,7.21,21.96,162.0,77.35,6.7,1,2,47.2,134.03,6060.77,19.53,79.24,0.58,2,1,1,2,30,3,2,0,2
0,3,18.48,5.88,18.14,57.8,75.44,9.45,0,0,38.57,130.34,3144.6,16.45,81.56,0.72,1,1,1,2,30,1,0,0,0
3,1,34.59,7.4,23.71,83.55,62.77,5.4,2,1,38.77,93.4,2622.52,11.0,76.26,0.38,2,1,1,0,20,2,2,0,0
2,1,37.19,7.83,22.34,288.83,85.66,6.05,2,0,50.01,98.24,4634.36,30.2,74.14,0.8,1,0,1,0,10,3,2,0,2
3,0,29.57,6.56,15.27,177.41,42.77,7.57,1,2,46.92,149.35,3170.77,17.41,70.91,0.36,0,1,1,2,20,2,0,0,0
2,1,37.84,6.65,30.47,89.66,77.68,9.83,3,1,19.69,88.36,2681.33,21.65,88.94,0.26,3,1,1,0,10,0,2,0,0
0,3,40.66,6.44,29.12,95.9,87.05,8.64,2,0,0.0,135.77,5757.46,16.51,85.65,0.39,0,0,1,0,10,2,2,0,2
1,1,14.9,7.21,31.16,225.94,48.69,8.04,3,0,13.1,132.87,1994.01,27.94,82.16,0.33,2,1,1,2,30,2,2,0,3
4,4,14.89,6.89,34.92,246.76,74.6,4.72,0,1,26.48,120.05,4721.27,29.64,80.57,0.95,3,1,2,2,30,0,1,0,2
4,4,28.28,6.4,15.29,291.38,76.02,6.79,3,2,34.37,128.87,5301.82,24.79,76.08,0.91,0,1,1,2,20,3,0,0,2
3,1,38.75,7.17,27.87,237.43,51.44,8.63,2,2,45.77,133.57,5374.07,10.2,88.66,0.69,0,0,1,0,10,3,2,0,2
4,0,30.92,6.16,20.87,215.43,40.01,10.67,0,0,26.01,108.22,5646.27,27.08,89.46,0.48,3,1,1,0,20,0,2,0,2
2,2,25.81,6.61,21.22,200.3,53.98,9.65,2,2,3.15,95.15,2678.09,23.22,85.66,0.68,1,1,1,2,20,3,2,0,0
4,4,15.86,6.7,28.64,165.29,69.68,5.25,2,1,11.75,133.23,3592.59,35.0,88.14,0.66,0,1,1,2,30,3,2,0,0
3,2,12.93,6.69,30.69,132.33,76.73,8.07,3,0,9.81,104.86,3010.51,20.07,76.85,0.58,3,1,1,2,30,0,2,0,0
2,1,29.4,6.25,14.89,200.7,55.38,3.85,3,1,7.47,115.57,3406.24,27.23,85.81,0.31,3,1,1,2,20,0,0,0,0
0,4,25.45,5.56,18.28,187.18,37.16,7.89,1,2,8.43,145.23,4881.96,34.13,79.95,0.45,1,1,1,2,20,1,0,0,0
4,3,37.51,6.79,23.5,169.12,89.24,7.39,1,0,15.35,87.41,2469.25,18.69,84.6,0.34,2,0,1,0,10,2,2,0,0
2,3,51.21,7.39,35.23,182.39,67.21,4.29,0,0,9.27,101.63,5400.58,26.61,89.11,0.67,1,0,2,1,5,3,1,0,2
0,2,43.42,5.54,27.87,211.06,79.51,8.95,0,1,31.5,147.1,2050.33,23.29,90.17,0.63,1,0,1,0,10,1,2,0,0
3,4,13.89,6.46,19.78,58.44,73.36,5.9,3,0,25.4,118.09,3116.9,10.56,78.68,0.49,0,1,1,2,30,2,0,0,0
2,4,14.52,7.17,29.76,84.54,65.33,7.03,3,1,18.07,126.95,4499.72,29.88,76.58,0.35,2,1,1,2,30,2,2,0,0
4,1,10.72,5.69,24.27,145.15,59.21,6.49,3,1,22.09,131.98,2684.79,19.84,85.96,0.58,2,1,1,2,30,1,2,0,0
0,2,17.84,5.64,24.45,229.36,46.86,6.95,0,2,16.17,119.92,5791.59,33.34,87.33,0.69,3,1,1,2,30,1,2,0,2
2,3,17.04,5.66,23.47,192.01,56.63,7.06,1,2,43.31,146.38,4045.12,27.32,87.74,0.26,3,1,1,2,30,1,2,0,0
0,0,45.03,7.24,29.53,217.16,76.98,10.57,3,2,16.09,97.01,2505.1,28.45,89.0,0.69,0,0,1,1,10,3,2,0,0
2,2,22.66,6.44,31.81,69.81,45.97,4.79,2,0,9.13,98.62,5592.83,11.81,73.47,0.53,2,1,1,2,20,3,2,0,2
2,2,22.6,6.44,32.82,254.7,58.28,9.43,2,2,29.62,101.36,3637.37,23.21,82.73,0.39,1,1,2,2,20,2,2,0,0
3,3,39.78,5.83,28.4,272.38,54.1,7.79,1,1,21.02,103.59,4535.3,25.88,83.02,0.64,2,0,1,0,10,1,2,0,2
3,3,30.85,6.73,13.72,87.24,46.67,7.29,3,1,32.33,134.02,5339.09,24.11,88.11,0.44,3,0,1,0,20,0,0,0,2
0,0,17.88,5.24,28.69,196.9,77.69,4.77,1,2,48.88,137.34,3687.36,29.43,77.63,0.77,2,1,1,2,30,1,2,0,0
4,0,24.35,7.03,17.55,86.91,54.95,4.99,0,0,27.48,142.75,2713.71,22.28,76.2,0.56,3,1,1,2,20,0,0,0,0
0,3,30.73,5.49,20.47,191.52,45.78,5.27,2,0,9.95,106.91,4466.2,11.31,75.81,0.68,0,0,1,0,20,1,2,0,2
0,2,18.58,7.11,28.54,301.57,48.08,6.85,2,1,25.13,138.86,4107.34,33.53,88.55,0.46,2,1,1,2,30,2,2,0,0
2,4,28.11,5.71,21.92,82.44,78.45,5.44,3,0,33.25,123.69,4821.17,28.12,78.31,0.39,1,1,1,2,20,1,2,0,0
1,1,35.16,7.01,32.89,91.37,83.71,6.42,1,1,34.64,118.01,5667.91,21.92,72.73,0.29,1,1,2,0,10,2,2,0,0
3,4,22.88,7.0,18.65,64.65,57.68,5.57,3,0,25.15,114.07,3037.17,10.56,78.63,0.45,0,1,1,2,20,2,0,0,0
2,0,24.09,6.7,25.02,165.99,79.84,10.78,0,0,9.62,137.43,2639.88,30.83,81.12,0.67,1,1,1,2,20,3,2,0,0
1,3,23.79,7.73,22.51,122.31,44.33,5.1,2,0,8.28,151.05,2545.38,26.19,75.07,0.75,0,1,1,2,20,3,2,0,0
2,1,23.07,6.07,31.13,103.79,45.31,3.9,0,1,38.66,137.99,3973.71,25.97,79.26,0.78,0,1,1,2,20,3,2,0,2
1,2,19.03,7.62,21.22,174.29,92.45,5.76,1,0,33.68,90.78,5102.97,16.49,89.55,0.87,3,1,1,2,30,0,2,0,2
4,1,22.4,7.36,33.34,286.88,50.06,7.55,0,2,5.06,103.53,4582.42,15.76,74.58,0.72,2,1,2,2,20,3,2,0,2
4,0,16.28,6.02,20.83,146.53,50.78,5.66,1,1,41.49,125.84,2680.21,28.21,78.1,0.56,2,1,1,2,30,3,2,0,0
0,1,10.75,5.74,13.38,63.44,62.48,9.3,2,2,14.95,130.57,4320.68,24.95,89.58,0.79,2,1,1,2,30,1,0,0,0
2,1,36.64,6.7,31.01,94.31,52.81,9.13,1,0,33.78,117.85,3438.46,16.48,70.61,0.7,2,1,1,0,10,3,2,0,0
2,4,12.65,6.24,18.87,77.34,83.69,9.73,3,0,26.64,112.09,1992.26,12.85,70.15,0.71,0,1,1,2,30,3,0,0,0
3,0,42.72,5.93,28.58,191.44,87.48,5.21,3,2,29.45,101.61,3004.53,33.91,84.11,0.34,0,0,1,0,10,1,2,0,0
3,1,12.38,5.39,26.39,116.13,89.97,6.48,2,1,49.84,144.83,1868.26,21.65,78.74,0.39,0,1,1,2,30,1,2,0,3
1,2,38.08,6.44,29.72,101.04,88.98,8.74,0,0,46.44,104.91,4117.13,16.73,84.08,0.79,1,1,1,0,10,3,2,0,2
2,4,15.83,6.15,21.52,150.17,35.06,10.29,1,1,50.99,95.6,5360.85,23.89,76.35,0.62,2,1,1,2,30,3,2,0,2
3,0,38.67,6.56,14.76,141.52,58.41,4.78,2,1,8.65,149.49,3714.82,13.42,76.32,0.75,0,0,1,0,10,3,0,0,2
0,4,15.07,6.31,24.15,81.21,60.7,5.11,0,2,19.99,112.9,2611.37,16.3,84.67,0.73,2,1,1,2,30,3,2,0,0
3,3,24.44,6.03,23.12,220.12,51.51,6.29,3,0,7.81,141.65,5562.99,19.34,78.57,0.63,1,1,1,2,20,3,2,0,2
0,0,30.72,6.01,12.47,88.7,81.53,5.71,3,0,25.98,123.91,2803.62,13.73,86.43,0.79,1,0,1,0,20,3,0,0,0
0,2,31.69,7.35,23.93,93.98,59.21,5.92,1,0,51.79,140.03,2317.6,31.38,89.25,0.41,3,0,1,0,20,0,2,0,0
4,2,13.38,5.56,17.56,63.23,80.34,5.65,3,0,43.3,97.77,3135.38,19.09,76.24,0.46,0,1,1,2,30,1,0,0,0
0,0,35.21,7.22,28.21,153.92,35.73,4.44,2,1,27.82,97.05,3621.5,17.64,81.31,0.3,1,0,1,0,10,2,2,0,0
1,4,15.92,7.61,28.85,83.45,41.17,8.35,2,0,11.89,147.05,5620.11,32.19,73.95,0.38,0,1,1,2,30,2,2,0,0
1,3,25.57,7.97,30.5,294.19,72.8,7.05,1,1,9.72,105.38,4979.16,15.11,80.61,0.88,2,1,1,2,20,3,2,0,2
3,0,46.23,6.11,22.07,237.77,44.41,7.85,0,0,23.38,105.46,5752.79,23.33,71.08,0.76,3,0,1,1,10,0,2,0,2
2,1,36.1,6.58,28.61,78.68,80.64,9.62,3,1,20.52,90.3,2746.66,21.49,88.86,0.27,3,1,1,0,10,0,2,0,0
1,4,13.32,5.83,16.17,79.63,53.85,5.1,0,0,42.82,114.76,4161.85,22.58,87.0,0.84,0,1,1,2,30,1,0,0,2
4,3,40.79,7.52,17.17,228.86,54.93,8.2,3,1,20.28,97.69,4073.33,27.72,87.64,0.78,3,0,1,0,10,0,0,0,2
2,2,41.38,6.59,33.0,82.42,54.88,8.52,1,0,26.46,132.05,2160.2,12.0,83.97,0.67,3,0,2,0,10,0,2,0,0
0,0,22.43,6.17,27.74,235.01,69.17,6.49,1,2,33.58,114.69,3722.93,17.57,80.86,0.51,0,1,1,2,20,3,2,0,0
0,1,41.92,5.96,19.86,90.12,73.14,7.92,3,1,28.68,124.5,5337.85,15.88,74.6,0.73,0,0,1,0,10,1,0,0,2
1,1,37.45,6.05,28.82,175.9,41.76,6.02,0,1,33.87,98.77,2808.1,27.94,82.22,0.83,0,0,1,0,10,3,2,0,0
3,1,45.76,6.56,18.61,111.42,57.42,9.1,0,1,10.2,135.92,4043.27,31.76,88.33,0.7,0,0,1,1,10,3,0,0,2
1,1,17.74,5.62,17.62,192.13,43.36,5.88,1,1,16.83,141.95,2584.21,11.4,73.13,0.68,1,1,1,2,30,1,0,0,0
2,3,37.94,7.22,22.22,122.35,49.41,3.47,1,1,34.08,148.44,4677.25,25.32,73.27,0.73,0,0,1,0,10,3,2,0,2
3,4,27.31,7.09,19.69,270.35,60.24,4.27,3,1,32.12,116.57,2187.21,9.66,71.91,0.62,2,1,1,2,20,3,0,0,0
0,3,39.02,6.6,17.97,228.18,83.24,7.95,0,1,5.88,137.85,5141.04,19.0,73.03,0.65,2,0,1,0,10,3,0,0,2
2,0,18.7,6.37,18.31,189.0,95.77,9.2,1,1,19.54,134.53,3517.4,31.74,78.69,0.32,0,0,1,2,30,2,0,0,0
4,2,48.63,6.36,25.46,199.26,41.53,6.2,2,2,22.23,84.23,3280.77,11.58,73.36,0.51,0,0,1,1,10,3,2,0,0
0,3,23.27,7.27,24.1,219.02,59.89,10.01,1,2,44.48,137.64,5754.89,27.29,71.41,0.83,1,1,1,2,20,3,2,0,2
1,2,36.42,6.79,26.81,101.57,89.56,10.53,0,0,42.16,117.41,4397.27,17.06,84.73,0.64,1,1,1,0,10,3,2,0,2
3,0,17.01,6.44,20.05,273.3,41.47,4.95,2,2,10.13,105.14,4483.99,17.47,87.85,0.84,1,1,1,2,30,3,2,0,2
3,3,32.87,7.25,30.98,270.8,63.49,8.66,2,1,4.44,101.39,5385.43,19.83,70.7,0.78,1,0,1,0,20,3,2,0,2
2,3,42.03,6.71,13.72,288.71,85.98,8.27,0,0,19.46,104.13,3426.64,24.54,71.56,0.7,1,0,1,0,10,3,0,0,2
2,3,44.76,7.46,33.96,176.09,71.41,7.33,0,0,12.82,105.83,5227.05,26.22,88.76,0.69,1,0,2,0,10,3,2,0,2
0,3,28.23,7.19,27.38,177.1,64.76,6.28,1,1,23.83,119.73,3352.28,23.62,70.18,0.84,3,0,1,2,20,0,2,0,0
2,0,23.23,6.87,22.32,163.2,83.92,8.56,0,0,11.02,143.96,2809.36,30.82,81.25,0.74,1,1,1,2,20,3,2,0,0
2,2,14.41,6.92,24.89,224.76,84.36,8.93,1,2,9.45,155.14,4359.17,12.32,86.98,0.8,0,1,1,2,30,3,2,0,2
3,3,21.86,5.88,23.64,257.27,40.66,10.63,1,0,47.99,146.21,4739.03,17.24,89.02,0.58,2,1,1,2,20,1,2,0,0
0,2,23.51,6.37,34.38,62.53,80.76,8.37,1,2,19.95,113.24,5186.32,23.53,76.34,0.34,0,1,2,2,20,2,1,0,0
3,0,39.47,6.5,27.06,144.86,75.76,8.17,1,1,11.48,141.3,2968.85,10.72,85.99,0.71,0,0,1,0,10,3,2,0,0
1,0,32.12,6.28,33.93,68.82,86.89,9.88,2,1,29.27,143.16,4077.47,27.02,84.09,0.53,3,1,2,0,20,0,2,0,0
1,0,21.57,7.17,21.18,106.09,42.81,7.79,1,1,30.3,96.32,5898.26,29.48,71.12,0.83,2,1,1,2,20,3,2,0,2
0,1,33.63,6.33,15.21,246.52,43.52,7.19,3,1,18.41,104.34,4103.23,19.18,84.79,0.52,3,1,1,0,20,0,0,0,0
2,4,17.86,6.35,24.23,230.43,35.68,6.54,3,2,14.05,121.89,3979.86,30.23,74.87,0.8,3,1,1,2,30,0,2,0,0
1,2,21.09,6.89,19.93,244.86,71.61,6.76,1,2,28.57,98.23,4652.47,12.72,81.52,0.89,1,1,1,2,20,3,0,0,2
0,0,41.15,6.04,28.46,193.96,63.27,7.72,3,1,22.09,102.41,5073.51,32.03,71.21,0.59,2,0,1,0,10,3,2,0,2
1,0,18.59,5.45,21.71,42.66,58.3,8.77,1,1,40.39,118.68,2130.56,16.89,87.48,0.53,2,1,1,2,30,1,2,0,0
3,1,12.27,6.77,34.17,85.05,45.24,8.29,1,2,4.73,126.0,5326.18,28.82,90.2,0.72,0,1,2,2,30,3,1,0,2
2,2,16.89,6.69,26.41,211.4,64.19,8.58,2,2,6.11,92.5,2696.93,22.97,86.01,0.81,1,1,1,2,30,3,2,0,0
3,1,22.91,5.81,23.54,104.51,89.86,7.07,2,1,42.11,142.49,1884.07,21.81,78.77,0.47,0,1,1,2,20,1,2,0,0
2,1,15.05,6.33,30.95,117.73,48.58,5.05,0,1,42.85,128.59,3833.7,25.75,79.44,0.73,0,1,1,2,30,3,2,0,0
3,3,6.51,7.12,23.56,194.34,63.58,8.9,2,0,16.53,106.98,5767.14,20.07,87.4,0.38,2,1,1,2,30,2,2,0,0
4,0,34.72,7.34,30.76,281.21,65.08,6.7,0,0,11.06,131.52,5170.51,27.14,74.58,0.62,2,1,1,0,20,3,2,0,2
1,2,28.51,6.57,15.42,211.72,47.94,9.72,1,1,54.49,147.95,3577.35,21.58,70.05,0.66,2,1,1,2,20,3,0,0,0
2,0,1.12,7.69,25.6,230.97,63.8,6.39,3,2,16.56,100.94,3706.91,10.9,82.32,0.38,2,1,1,2,30,2,2,0,0
4,1,35.54,5.7,23.98,96.46,84.72,7.44,0,2,46.48,101.3,3452.04,21.05,73.3,0.7,1,0,1,0,10,1,2,0,0
4,1,47.94,7.28,24.26,287.56,85.68,5.39,1,0,17.42,130.09,5331.86,18.98,83.77,0.27,0,0,1,1,10,2,2,0,2
1,2,8.94,7.45,28.21,84.63,60.81,7.46,3,0,19.21,154.85,5616.5,32.62,77.94,0.68,2,1,1,2,30,3,2,0,2
2,2,33.15,6.21,14.6,267.33,73.3,5.6,2,2,23.64,114.39,2938.1,18.84,84.7,0.74,1,1,1,0,20,3,0,0,0
4,2,23.78,7.11,21.49,153.61,63.45,7.59,2,2,38.13,124.31,5217.88,13.84,89.32,0.39,0,1,1,2,20,2,2,0,0
1,4,27.38,6.61,19.79,296.15,61.91,7.94,0,1,26.59,108.1,3198.95,31.92,85.27,0.47,1,1,1,2,20,2,0,0,0
3,4,28.19,5.62,21.84,256.16,66.58,4.3,3,2,16.49,120.45,3579.66,25.42,70.26,0.82,2,0,1,2,20,1,2,0,2
2,2,16.52,6.77,20.2,214.94,40.68,8.44,0,2,16.89,120.89,4454.33,25.91,87.54,0.74,2,1,1,2,30,3,2,0,2
1,2,41.8,6.94,28.91,92.11,88.47,9.8,0,0,49.42,103.82,4439.06,17.31,84.75,0.8,1,1,1,0,10,3,2,0,2
4,4,35.0,6.68,21.85,233.24,89.14,9.84,0,1,13.36,95.19,5208.09,33.22,89.07,0.4,1,1,1,0,10,2,2,0,2
1,3,23.09,7.31,19.75,201.14,83.37,6.94,0,2,48.53,101.92,5483.42,27.43,72.96,0.42,2,1,1,2,20,2,0,0,0
0,1,31.46,5.85,15.17,100.28,87.2,6.74,3,1,26.09,122.35,5113.86,15.08,75.3,0.76,0,0,1,0,20,1,0,0,2
4,0,33.96,6.67,17.83,228.7,93.75,6.37,1,2,33.78,122.84,4651.74,27.35,87.03,0.73,0,1,1,0,20,3,0,0,2
1,0,21.64,5.9,18.88,290.84,81.77,7.71,2,1,6.64,91.67,2863.01,31.84,74.32,0.36,1,1,1,2,20,1,0,0,0
0,4,41.82,6.65,19.21,265.1,65.36,7.25,3,2,38.63,97.3,3821.26,12.34,80.32,0.87,1,0,1,0,10,3,0,0,2
1,3,16.42,5.91,29.16,133.12,73.12,5.13,0,2,35.86,145.79,2860.64,24.8,71.1,0.48,1,1,1,2,30,1,2,0,0
4,4,21.19,6.48,15.19,292.61,83.59,7.54,3,2,29.95,132.13,5490.99,24.55,76.01,0.85,0,1,1,2,20,3,0,0,2
4,2,31.81,5.98,20.82,264.39,65.74,4.12,1,1,22.8,101.26,2446.47,29.23,76.53,0.38,1,0,1,0,20,1,2,0,0
1,0,11.97,5.52,19.26,225.28,59.51,7.72,2,2,30.61,147.6,2928.64,21.56,85.56,0.68,1,1,1,2,30,1,0,0,0
0,4,40.51,6.17,26.23,282.35,62.37,6.3,0,1,40.58,130.03,3659.97,11.42,70.61,0.86,0,0,1,0,10,3,2,0,2
0,0,12.6,6.35,17.49,184.68,42.37,5.22,2,0,38.27,104.98,2155.07,29.88,83.77,0.88,3,1,1,2,30,0,0,0,0
2,0,33.55,5.92,19.6,188.62,89.18,7.7,1,1,20.46,137.99,3511.62,32.14,78.73,0.47,0,0,1,0,20,1,0,0,0
3,2,37.85,7.63,27.79,153.97,67.79,7.03,3,0,11.79,136.53,5087.24,10.7,74.94,0.4,3,0,1,0,10,0,2,0,2
3,4,19.04,6.27,19.6,57.13,62.76,5.82,3,0,17.41,124.46,3196.4,10.67,78.8,0.48,0,1,1,2,30,2,0,0,0
2,2,45.81,6.32,30.45,67.75,57.55,9.3,1,0,23.59,128.65,2006.23,11.77,84.16,0.74,3,0,1,1,10,0,2,0,0
1,1,11.75,5.47,15.64,195.43,33.06,8.67,1,1,15.47,143.0,2768.64,11.51,72.77,0.7,1,1,1,2,30,1,0,0,0
